n_batch:1535,phase:    train,avg_loss:4.050e-01, avg_error_rate:8.497e+01
n_batch:1540,phase:    train,avg_loss:4.049e-01, avg_error_rate:8.497e+01
n_batch:1545,phase:    train,avg_loss:4.048e-01, avg_error_rate:8.497e+01
n_batch:1550,phase:    train,avg_loss:4.047e-01, avg_error_rate:8.496e+01
n_batch:1555,phase:    train,avg_loss:4.046e-01, avg_error_rate:8.496e+01
n_batch:1560,phase:    train,avg_loss:4.045e-01, avg_error_rate:8.496e+01
n_batch:1565,phase:    train,avg_loss:4.043e-01, avg_error_rate:8.496e+01
n_batch:1570,phase:    train,avg_loss:4.042e-01, avg_error_rate:8.496e+01
n_batch:1575,phase:    train,avg_loss:4.041e-01, avg_error_rate:8.495e+01
n_batch:1580,phase:    train,avg_loss:4.040e-01, avg_error_rate:8.495e+01
n_batch:1585,phase:    train,avg_loss:4.039e-01, avg_error_rate:8.495e+01
n_batch:1590,phase:    train,avg_loss:4.038e-01, avg_error_rate:8.495e+01
n_batch:1595,phase:    train,avg_loss:4.037e-01, avg_error_rate:8.496e+01
n_batch:1600,phase:    train,avg_loss:4.036e-01, avg_error_rate:8.496e+01
n_batch:1605,phase:    train,avg_loss:4.034e-01, avg_error_rate:8.495e+01
n_batch:1610,phase:    train,avg_loss:4.034e-01, avg_error_rate:8.496e+01
n_batch:1615,phase:    train,avg_loss:4.033e-01, avg_error_rate:8.496e+01
n_batch:1620,phase:    train,avg_loss:4.031e-01, avg_error_rate:8.496e+01
n_batch:1625,phase:    train,avg_loss:4.030e-01, avg_error_rate:8.496e+01
n_batch:1630,phase:    train,avg_loss:4.029e-01, avg_error_rate:8.495e+01
n_batch:1635,phase:    train,avg_loss:4.028e-01, avg_error_rate:8.495e+01
n_batch:1640,phase:    train,avg_loss:4.027e-01, avg_error_rate:8.495e+01
n_batch:1645,phase:    train,avg_loss:4.026e-01, avg_error_rate:8.495e+01
n_batch:1650,phase:    train,avg_loss:4.025e-01, avg_error_rate:8.495e+01
n_batch:1655,phase:    train,avg_loss:4.024e-01, avg_error_rate:8.495e+01
n_batch:1660,phase:    train,avg_loss:4.023e-01, avg_error_rate:8.495e+01
n_batch:1665,phase:    train,avg_loss:4.021e-01, avg_error_rate:8.494e+01
n_batch:1670,phase:    train,avg_loss:4.021e-01, avg_error_rate:8.494e+01
n_batch:1675,phase:    train,avg_loss:4.020e-01, avg_error_rate:8.494e+01
n_batch:1680,phase:    train,avg_loss:4.018e-01, avg_error_rate:8.493e+01
n_batch:1685,phase:    train,avg_loss:4.018e-01, avg_error_rate:8.493e+01
n_batch:1690,phase:    train,avg_loss:4.017e-01, avg_error_rate:8.493e+01
n_batch:1695,phase:    train,avg_loss:4.016e-01, avg_error_rate:8.492e+01
n_batch:1700,phase:    train,avg_loss:4.015e-01, avg_error_rate:8.492e+01
n_batch:1705,phase:    train,avg_loss:4.014e-01, avg_error_rate:8.491e+01
n_batch:1710,phase:    train,avg_loss:4.013e-01, avg_error_rate:8.491e+01
n_batch:1715,phase:    train,avg_loss:4.012e-01, avg_error_rate:8.491e+01
n_batch:1720,phase:    train,avg_loss:4.011e-01, avg_error_rate:8.490e+01
n_batch:1725,phase:    train,avg_loss:4.010e-01, avg_error_rate:8.490e+01
n_batch:1730,phase:    train,avg_loss:4.009e-01, avg_error_rate:8.490e+01
n_batch:1735,phase:    train,avg_loss:4.008e-01, avg_error_rate:8.490e+01
n_batch:1740,phase:    train,avg_loss:4.007e-01, avg_error_rate:8.489e+01
n_batch:1745,phase:    train,avg_loss:4.006e-01, avg_error_rate:8.490e+01
n_batch:1750,phase:    train,avg_loss:4.005e-01, avg_error_rate:8.490e+01
n_batch:1755,phase:    train,avg_loss:4.004e-01, avg_error_rate:8.489e+01
n_batch:1760,phase:    train,avg_loss:4.003e-01, avg_error_rate:8.489e+01
n_batch:1765,phase:    train,avg_loss:4.002e-01, avg_error_rate:8.489e+01
n_batch:1770,phase:    train,avg_loss:4.001e-01, avg_error_rate:8.489e+01
n_batch:1775,phase:    train,avg_loss:4.000e-01, avg_error_rate:8.489e+01
n_batch:1780,phase:    train,avg_loss:4.000e-01, avg_error_rate:8.489e+01
n_batch:1785,phase:    train,avg_loss:3.999e-01, avg_error_rate:8.489e+01
n_batch:1790,phase:    train,avg_loss:3.998e-01, avg_error_rate:8.489e+01
n_batch:1795,phase:    train,avg_loss:3.997e-01, avg_error_rate:8.489e+01
n_batch:1800,phase:    train,avg_loss:3.997e-01, avg_error_rate:8.489e+01
n_batch:1805,phase:    train,avg_loss:3.996e-01, avg_error_rate:8.489e+01
n_batch:1810,phase:    train,avg_loss:3.995e-01, avg_error_rate:8.489e+01
n_batch:1815,phase:    train,avg_loss:3.994e-01, avg_error_rate:8.489e+01
n_batch:1820,phase:    train,avg_loss:3.993e-01, avg_error_rate:8.489e+01
n_batch:1825,phase:    train,avg_loss:3.992e-01, avg_error_rate:8.488e+01
n_batch:1830,phase:    train,avg_loss:3.991e-01, avg_error_rate:8.488e+01
n_batch:1835,phase:    train,avg_loss:3.990e-01, avg_error_rate:8.488e+01
n_batch:1840,phase:    train,avg_loss:3.990e-01, avg_error_rate:8.488e+01
n_batch:1845,phase:    train,avg_loss:3.989e-01, avg_error_rate:8.487e+01
n_batch:1850,phase:    train,avg_loss:3.988e-01, avg_error_rate:8.487e+01
n_batch:1855,phase:    train,avg_loss:3.987e-01, avg_error_rate:8.486e+01
n_batch:1860,phase:    train,avg_loss:3.986e-01, avg_error_rate:8.486e+01
n_batch:1865,phase:    train,avg_loss:3.985e-01, avg_error_rate:8.486e+01
n_batch:1870,phase:    train,avg_loss:3.984e-01, avg_error_rate:8.486e+01
n_batch:1875,phase:    train,avg_loss:3.983e-01, avg_error_rate:8.486e+01
n_batch:1880,phase:    train,avg_loss:3.982e-01, avg_error_rate:8.485e+01
n_batch:1885,phase:    train,avg_loss:3.981e-01, avg_error_rate:8.485e+01
n_batch:1890,phase:    train,avg_loss:3.980e-01, avg_error_rate:8.485e+01
n_batch:1895,phase:    train,avg_loss:3.980e-01, avg_error_rate:8.485e+01
n_batch:1900,phase:    train,avg_loss:3.979e-01, avg_error_rate:8.485e+01
n_batch:1905,phase:    train,avg_loss:3.978e-01, avg_error_rate:8.485e+01
n_batch:1910,phase:    train,avg_loss:3.977e-01, avg_error_rate:8.485e+01
n_batch:1915,phase:    train,avg_loss:3.977e-01, avg_error_rate:8.485e+01
n_batch:1920,phase:    train,avg_loss:3.976e-01, avg_error_rate:8.485e+01
n_batch:1925,phase:    train,avg_loss:3.975e-01, avg_error_rate:8.484e+01
n_batch:1930,phase:    train,avg_loss:3.974e-01, avg_error_rate:8.484e+01
n_batch:1935,phase:    train,avg_loss:3.973e-01, avg_error_rate:8.484e+01
n_batch:1940,phase:    train,avg_loss:3.972e-01, avg_error_rate:8.484e+01
n_batch:1945,phase:    train,avg_loss:3.972e-01, avg_error_rate:8.484e+01
n_batch:1950,phase:    train,avg_loss:3.971e-01, avg_error_rate:8.484e+01
n_batch:1955,phase:    train,avg_loss:3.970e-01, avg_error_rate:8.483e+01
n_batch:1960,phase:    train,avg_loss:3.969e-01, avg_error_rate:8.483e+01
n_batch:1965,phase:    train,avg_loss:3.968e-01, avg_error_rate:8.482e+01
n_batch:1970,phase:    train,avg_loss:3.967e-01, avg_error_rate:8.482e+01
n_batch:1975,phase:    train,avg_loss:3.966e-01, avg_error_rate:8.482e+01
n_batch:1980,phase:    train,avg_loss:3.965e-01, avg_error_rate:8.482e+01
n_batch:1985,phase:    train,avg_loss:3.965e-01, avg_error_rate:8.482e+01
n_batch:1990,phase:    train,avg_loss:3.964e-01, avg_error_rate:8.482e+01
n_batch:1995,phase:    train,avg_loss:3.963e-01, avg_error_rate:8.482e+01
n_batch:2000,phase:    train,avg_loss:3.963e-01, avg_error_rate:8.482e+01
n_batch:2005,phase:    train,avg_loss:3.962e-01, avg_error_rate:8.481e+01
n_batch:2010,phase:    train,avg_loss:3.961e-01, avg_error_rate:8.481e+01
n_batch:2015,phase:    train,avg_loss:3.960e-01, avg_error_rate:8.481e+01
n_batch:2020,phase:    train,avg_loss:3.960e-01, avg_error_rate:8.481e+01
n_batch:2025,phase:    train,avg_loss:3.959e-01, avg_error_rate:8.481e+01
n_batch:2030,phase:    train,avg_loss:3.958e-01, avg_error_rate:8.480e+01
n_batch:2035,phase:    train,avg_loss:3.957e-01, avg_error_rate:8.480e+01
n_batch:2040,phase:    train,avg_loss:3.956e-01, avg_error_rate:8.479e+01
n_batch:2045,phase:    train,avg_loss:3.955e-01, avg_error_rate:8.479e+01
n_batch:2050,phase:    train,avg_loss:3.954e-01, avg_error_rate:8.479e+01
n_batch:2055,phase:    train,avg_loss:3.954e-01, avg_error_rate:8.479e+01
n_batch:2060,phase:    train,avg_loss:3.953e-01, avg_error_rate:8.479e+01
n_batch:2065,phase:    train,avg_loss:3.952e-01, avg_error_rate:8.479e+01
n_batch:2070,phase:    train,avg_loss:3.952e-01, avg_error_rate:8.478e+01
n_batch:2075,phase:    train,avg_loss:3.951e-01, avg_error_rate:8.478e+01
n_batch:2080,phase:    train,avg_loss:3.950e-01, avg_error_rate:8.478e+01
n_batch:2085,phase:    train,avg_loss:3.950e-01, avg_error_rate:8.478e+01
n_batch:2090,phase:    train,avg_loss:3.949e-01, avg_error_rate:8.478e+01
n_batch:2095,phase:    train,avg_loss:3.948e-01, avg_error_rate:8.478e+01
n_batch:2100,phase:    train,avg_loss:3.948e-01, avg_error_rate:8.478e+01
n_batch:2105,phase:    train,avg_loss:3.947e-01, avg_error_rate:8.477e+01
n_batch:2110,phase:    train,avg_loss:3.947e-01, avg_error_rate:8.478e+01
n_batch:2115,phase:    train,avg_loss:3.946e-01, avg_error_rate:8.477e+01
n_batch:2120,phase:    train,avg_loss:3.945e-01, avg_error_rate:8.477e+01
n_batch:2125,phase:    train,avg_loss:3.945e-01, avg_error_rate:8.477e+01
n_batch:2130,phase:    train,avg_loss:3.944e-01, avg_error_rate:8.476e+01
n_batch:2135,phase:    train,avg_loss:3.943e-01, avg_error_rate:8.476e+01
n_batch:2140,phase:    train,avg_loss:3.943e-01, avg_error_rate:8.476e+01
n_batch:2145,phase:    train,avg_loss:3.942e-01, avg_error_rate:8.476e+01
n_batch:2150,phase:    train,avg_loss:3.941e-01, avg_error_rate:8.476e+01
n_batch:2155,phase:    train,avg_loss:3.941e-01, avg_error_rate:8.476e+01
n_batch:2160,phase:    train,avg_loss:3.940e-01, avg_error_rate:8.476e+01
n_batch:2165,phase:    train,avg_loss:3.939e-01, avg_error_rate:8.476e+01
n_batch:2170,phase:    train,avg_loss:3.939e-01, avg_error_rate:8.475e+01
n_batch:2175,phase:    train,avg_loss:3.938e-01, avg_error_rate:8.475e+01
n_batch:2180,phase:    train,avg_loss:3.937e-01, avg_error_rate:8.475e+01
n_batch:2185,phase:    train,avg_loss:3.937e-01, avg_error_rate:8.475e+01
n_batch:2190,phase:    train,avg_loss:3.936e-01, avg_error_rate:8.474e+01
n_batch:2195,phase:    train,avg_loss:3.935e-01, avg_error_rate:8.474e+01
n_batch:2200,phase:    train,avg_loss:3.934e-01, avg_error_rate:8.473e+01
n_batch:2205,phase:    train,avg_loss:3.934e-01, avg_error_rate:8.473e+01
n_batch:2210,phase:    train,avg_loss:3.933e-01, avg_error_rate:8.473e+01
n_batch:2215,phase:    train,avg_loss:3.932e-01, avg_error_rate:8.472e+01
n_batch:2220,phase:    train,avg_loss:3.931e-01, avg_error_rate:8.472e+01
n_batch:2225,phase:    train,avg_loss:3.931e-01, avg_error_rate:8.472e+01
n_batch:2230,phase:    train,avg_loss:3.930e-01, avg_error_rate:8.472e+01
n_batch:2235,phase:    train,avg_loss:3.929e-01, avg_error_rate:8.471e+01
n_batch:2240,phase:    train,avg_loss:3.929e-01, avg_error_rate:8.471e+01
n_batch:2245,phase:    train,avg_loss:3.928e-01, avg_error_rate:8.471e+01
n_batch:2250,phase:    train,avg_loss:3.928e-01, avg_error_rate:8.470e+01
n_batch:2255,phase:    train,avg_loss:3.927e-01, avg_error_rate:8.470e+01
n_batch:2260,phase:    train,avg_loss:3.926e-01, avg_error_rate:8.470e+01
n_batch:2265,phase:    train,avg_loss:3.926e-01, avg_error_rate:8.470e+01
n_batch:2270,phase:    train,avg_loss:3.925e-01, avg_error_rate:8.470e+01
n_batch:2275,phase:    train,avg_loss:3.925e-01, avg_error_rate:8.470e+01
n_batch:2280,phase:    train,avg_loss:3.924e-01, avg_error_rate:8.469e+01
n_batch:2285,phase:    train,avg_loss:3.924e-01, avg_error_rate:8.469e+01
n_batch:2290,phase:    train,avg_loss:3.923e-01, avg_error_rate:8.469e+01
n_batch:2295,phase:    train,avg_loss:3.923e-01, avg_error_rate:8.469e+01
n_batch:2300,phase:    train,avg_loss:3.922e-01, avg_error_rate:8.469e+01
n_batch:2305,phase:    train,avg_loss:3.921e-01, avg_error_rate:8.469e+01
n_batch:2310,phase:    train,avg_loss:3.921e-01, avg_error_rate:8.469e+01
n_batch:2315,phase:    train,avg_loss:3.920e-01, avg_error_rate:8.468e+01
n_batch:2320,phase:    train,avg_loss:3.920e-01, avg_error_rate:8.468e+01
n_batch:2325,phase:    train,avg_loss:3.919e-01, avg_error_rate:8.468e+01
n_batch:2330,phase:    train,avg_loss:3.918e-01, avg_error_rate:8.468e+01
n_batch:2335,phase:    train,avg_loss:3.917e-01, avg_error_rate:8.468e+01
n_batch:2340,phase:    train,avg_loss:3.917e-01, avg_error_rate:8.468e+01
n_batch:2345,phase:    train,avg_loss:3.916e-01, avg_error_rate:8.467e+01
n_batch:2350,phase:    train,avg_loss:3.916e-01, avg_error_rate:8.467e+01
n_batch:2355,phase:    train,avg_loss:3.915e-01, avg_error_rate:8.467e+01
n_batch:2360,phase:    train,avg_loss:3.914e-01, avg_error_rate:8.467e+01
n_batch:2365,phase:    train,avg_loss:3.914e-01, avg_error_rate:8.466e+01
n_batch:2370,phase:    train,avg_loss:3.913e-01, avg_error_rate:8.466e+01
n_batch:2375,phase:    train,avg_loss:3.912e-01, avg_error_rate:8.466e+01
n_batch:2380,phase:    train,avg_loss:3.912e-01, avg_error_rate:8.466e+01
n_batch:2385,phase:    train,avg_loss:3.911e-01, avg_error_rate:8.465e+01
n_batch:2390,phase:    train,avg_loss:3.910e-01, avg_error_rate:8.465e+01
n_batch:2395,phase:    train,avg_loss:3.910e-01, avg_error_rate:8.465e+01
n_batch:2400,phase:    train,avg_loss:3.909e-01, avg_error_rate:8.464e+01
n_batch:2405,phase:    train,avg_loss:3.908e-01, avg_error_rate:8.464e+01
n_batch:2410,phase:    train,avg_loss:3.908e-01, avg_error_rate:8.464e+01
n_batch:2415,phase:    train,avg_loss:3.907e-01, avg_error_rate:8.464e+01
n_batch:2420,phase:    train,avg_loss:3.907e-01, avg_error_rate:8.464e+01
n_batch:2425,phase:    train,avg_loss:3.906e-01, avg_error_rate:8.464e+01
n_batch:2430,phase:    train,avg_loss:3.905e-01, avg_error_rate:8.463e+01
n_batch:2435,phase:    train,avg_loss:3.904e-01, avg_error_rate:8.463e+01
n_batch:2440,phase:    train,avg_loss:3.904e-01, avg_error_rate:8.463e+01
n_batch:2445,phase:    train,avg_loss:3.903e-01, avg_error_rate:8.463e+01
n_batch:2450,phase:    train,avg_loss:3.903e-01, avg_error_rate:8.462e+01
n_batch:2455,phase:    train,avg_loss:3.902e-01, avg_error_rate:8.462e+01
n_batch:2460,phase:    train,avg_loss:3.901e-01, avg_error_rate:8.462e+01
n_batch:2465,phase:    train,avg_loss:3.901e-01, avg_error_rate:8.462e+01
n_batch:2470,phase:    train,avg_loss:3.900e-01, avg_error_rate:8.462e+01
n_batch:2475,phase:    train,avg_loss:3.900e-01, avg_error_rate:8.461e+01
n_batch:2480,phase:    train,avg_loss:3.899e-01, avg_error_rate:8.461e+01
n_batch:2485,phase:    train,avg_loss:3.899e-01, avg_error_rate:8.461e+01
n_batch:2490,phase:    train,avg_loss:3.898e-01, avg_error_rate:8.461e+01
n_batch:2495,phase:    train,avg_loss:3.898e-01, avg_error_rate:8.460e+01
n_batch:2500,phase:    train,avg_loss:3.897e-01, avg_error_rate:8.460e+01
n_batch:2505,phase:    train,avg_loss:3.897e-01, avg_error_rate:8.460e+01
n_batch:2510,phase:    train,avg_loss:3.896e-01, avg_error_rate:8.460e+01
n_batch:2515,phase:    train,avg_loss:3.895e-01, avg_error_rate:8.459e+01
n_batch:2520,phase:    train,avg_loss:3.895e-01, avg_error_rate:8.459e+01
n_batch:2525,phase:    train,avg_loss:3.894e-01, avg_error_rate:8.459e+01
n_batch:2530,phase:    train,avg_loss:3.893e-01, avg_error_rate:8.458e+01
n_batch:2535,phase:    train,avg_loss:3.893e-01, avg_error_rate:8.458e+01
n_batch:2540,phase:    train,avg_loss:3.892e-01, avg_error_rate:8.458e+01
n_batch:2545,phase:    train,avg_loss:3.891e-01, avg_error_rate:8.457e+01
n_batch:2550,phase:    train,avg_loss:3.891e-01, avg_error_rate:8.457e+01
n_batch:2555,phase:    train,avg_loss:3.890e-01, avg_error_rate:8.456e+01
n_batch:2560,phase:    train,avg_loss:3.890e-01, avg_error_rate:8.456e+01
n_batch:2565,phase:    train,avg_loss:3.889e-01, avg_error_rate:8.456e+01
n_batch:2570,phase:    train,avg_loss:3.889e-01, avg_error_rate:8.456e+01
n_batch:2575,phase:    train,avg_loss:3.888e-01, avg_error_rate:8.456e+01
n_batch:2580,phase:    train,avg_loss:3.887e-01, avg_error_rate:8.455e+01
n_batch:2585,phase:    train,avg_loss:3.887e-01, avg_error_rate:8.455e+01
n_batch:2590,phase:    train,avg_loss:3.886e-01, avg_error_rate:8.455e+01
n_batch:2595,phase:    train,avg_loss:3.885e-01, avg_error_rate:8.454e+01
n_batch:2600,phase:    train,avg_loss:3.885e-01, avg_error_rate:8.454e+01
n_batch:2605,phase:    train,avg_loss:3.884e-01, avg_error_rate:8.453e+01
n_batch:2610,phase:    train,avg_loss:3.883e-01, avg_error_rate:8.453e+01
n_batch:2615,phase:    train,avg_loss:3.883e-01, avg_error_rate:8.452e+01
n_batch:2620,phase:    train,avg_loss:3.882e-01, avg_error_rate:8.452e+01
n_batch:2625,phase:    train,avg_loss:3.882e-01, avg_error_rate:8.452e+01
n_batch:2630,phase:    train,avg_loss:3.881e-01, avg_error_rate:8.452e+01
n_batch:2635,phase:    train,avg_loss:3.881e-01, avg_error_rate:8.451e+01
n_batch:2640,phase:    train,avg_loss:3.880e-01, avg_error_rate:8.451e+01
n_batch:2645,phase:    train,avg_loss:3.880e-01, avg_error_rate:8.450e+01
n_batch:2650,phase:    train,avg_loss:3.879e-01, avg_error_rate:8.450e+01
n_batch:2655,phase:    train,avg_loss:3.879e-01, avg_error_rate:8.450e+01
n_batch:2660,phase:    train,avg_loss:3.878e-01, avg_error_rate:8.449e+01
n_batch:2665,phase:    train,avg_loss:3.877e-01, avg_error_rate:8.449e+01
n_batch:2670,phase:    train,avg_loss:3.877e-01, avg_error_rate:8.449e+01
n_batch:2675,phase:    train,avg_loss:3.877e-01, avg_error_rate:8.449e+01
n_batch:2680,phase:    train,avg_loss:3.876e-01, avg_error_rate:8.448e+01
n_batch:2685,phase:    train,avg_loss:3.876e-01, avg_error_rate:8.448e+01
n_batch:2690,phase:    train,avg_loss:3.875e-01, avg_error_rate:8.448e+01
n_batch:2695,phase:    train,avg_loss:3.875e-01, avg_error_rate:8.448e+01
n_batch:2700,phase:    train,avg_loss:3.874e-01, avg_error_rate:8.448e+01
n_batch:2705,phase:    train,avg_loss:3.874e-01, avg_error_rate:8.447e+01
n_batch:2710,phase:    train,avg_loss:3.873e-01, avg_error_rate:8.447e+01
n_batch:2715,phase:    train,avg_loss:3.873e-01, avg_error_rate:8.447e+01
n_batch:2720,phase:    train,avg_loss:3.872e-01, avg_error_rate:8.447e+01
n_batch:2725,phase:    train,avg_loss:3.872e-01, avg_error_rate:8.446e+01
n_batch:2730,phase:    train,avg_loss:3.871e-01, avg_error_rate:8.446e+01
n_batch:2735,phase:    train,avg_loss:3.870e-01, avg_error_rate:8.446e+01
n_batch:2740,phase:    train,avg_loss:3.870e-01, avg_error_rate:8.446e+01
n_batch:2745,phase:    train,avg_loss:3.869e-01, avg_error_rate:8.446e+01
n_batch:2750,phase:    train,avg_loss:3.869e-01, avg_error_rate:8.446e+01
n_batch:2755,phase:    train,avg_loss:3.868e-01, avg_error_rate:8.445e+01
n_batch:2760,phase:    train,avg_loss:3.868e-01, avg_error_rate:8.445e+01
n_batch:2765,phase:    train,avg_loss:3.867e-01, avg_error_rate:8.445e+01
n_batch:2770,phase:    train,avg_loss:3.867e-01, avg_error_rate:8.445e+01
n_batch:2775,phase:    train,avg_loss:3.866e-01, avg_error_rate:8.445e+01
n_batch:2780,phase:    train,avg_loss:3.866e-01, avg_error_rate:8.445e+01
n_batch:2785,phase:    train,avg_loss:3.866e-01, avg_error_rate:8.445e+01
n_batch:2790,phase:    train,avg_loss:3.865e-01, avg_error_rate:8.445e+01
n_batch:2795,phase:    train,avg_loss:3.865e-01, avg_error_rate:8.444e+01
n_batch:2800,phase:    train,avg_loss:3.864e-01, avg_error_rate:8.444e+01
n_batch:2805,phase:    train,avg_loss:3.864e-01, avg_error_rate:8.444e+01
n_batch:2810,phase:    train,avg_loss:3.863e-01, avg_error_rate:8.444e+01
n_batch:2815,phase:    train,avg_loss:3.862e-01, avg_error_rate:8.443e+01
n_batch:2820,phase:    train,avg_loss:3.862e-01, avg_error_rate:8.443e+01
n_batch:2825,phase:    train,avg_loss:3.861e-01, avg_error_rate:8.443e+01
n_batch:2830,phase:    train,avg_loss:3.861e-01, avg_error_rate:8.442e+01
n_batch:2835,phase:    train,avg_loss:3.860e-01, avg_error_rate:8.442e+01
n_batch:2840,phase:    train,avg_loss:3.860e-01, avg_error_rate:8.441e+01
n_batch:2845,phase:    train,avg_loss:3.859e-01, avg_error_rate:8.441e+01
n_batch:2850,phase:    train,avg_loss:3.859e-01, avg_error_rate:8.441e+01
n_batch:2855,phase:    train,avg_loss:3.858e-01, avg_error_rate:8.441e+01
n_batch:2860,phase:    train,avg_loss:3.858e-01, avg_error_rate:8.441e+01
n_batch:2865,phase:    train,avg_loss:3.858e-01, avg_error_rate:8.441e+01
n_batch:2870,phase:    train,avg_loss:3.857e-01, avg_error_rate:8.441e+01
n_batch:2875,phase:    train,avg_loss:3.857e-01, avg_error_rate:8.440e+01
n_batch:2880,phase:    train,avg_loss:3.856e-01, avg_error_rate:8.440e+01
n_batch:2885,phase:    train,avg_loss:3.856e-01, avg_error_rate:8.440e+01
n_batch:2890,phase:    train,avg_loss:3.855e-01, avg_error_rate:8.440e+01
n_batch:2895,phase:    train,avg_loss:3.855e-01, avg_error_rate:8.439e+01
n_batch:2900,phase:    train,avg_loss:3.854e-01, avg_error_rate:8.439e+01
n_batch:2905,phase:    train,avg_loss:3.854e-01, avg_error_rate:8.439e+01
n_batch:2910,phase:    train,avg_loss:3.853e-01, avg_error_rate:8.439e+01
n_batch:2915,phase:    train,avg_loss:3.853e-01, avg_error_rate:8.438e+01
n_batch:2920,phase:    train,avg_loss:3.852e-01, avg_error_rate:8.438e+01
n_batch:2925,phase:    train,avg_loss:3.852e-01, avg_error_rate:8.438e+01
n_batch:2930,phase:    train,avg_loss:3.851e-01, avg_error_rate:8.438e+01
n_batch:2935,phase:    train,avg_loss:3.851e-01, avg_error_rate:8.437e+01
n_batch:2940,phase:    train,avg_loss:3.850e-01, avg_error_rate:8.437e+01
n_batch:2945,phase:    train,avg_loss:3.849e-01, avg_error_rate:8.437e+01
n_batch:2950,phase:    train,avg_loss:3.849e-01, avg_error_rate:8.437e+01
n_batch:2955,phase:    train,avg_loss:3.849e-01, avg_error_rate:8.436e+01
n_batch:2960,phase:    train,avg_loss:3.848e-01, avg_error_rate:8.436e+01
n_batch:2965,phase:    train,avg_loss:3.847e-01, avg_error_rate:8.436e+01
n_batch:2970,phase:    train,avg_loss:3.847e-01, avg_error_rate:8.435e+01
n_batch:2975,phase:    train,avg_loss:3.847e-01, avg_error_rate:8.435e+01
n_batch:2980,phase:    train,avg_loss:3.846e-01, avg_error_rate:8.435e+01
n_batch:2985,phase:    train,avg_loss:3.846e-01, avg_error_rate:8.435e+01
n_batch:2990,phase:    train,avg_loss:3.845e-01, avg_error_rate:8.434e+01
n_batch:2995,phase:    train,avg_loss:3.845e-01, avg_error_rate:8.434e+01
n_batch:3000,phase:    train,avg_loss:3.844e-01, avg_error_rate:8.434e+01
n_batch:3005,phase:    train,avg_loss:3.844e-01, avg_error_rate:8.433e+01
n_batch:3010,phase:    train,avg_loss:3.843e-01, avg_error_rate:8.433e+01
n_batch:3015,phase:    train,avg_loss:3.843e-01, avg_error_rate:8.433e+01
n_batch:3020,phase:    train,avg_loss:3.842e-01, avg_error_rate:8.433e+01
n_batch:3025,phase:    train,avg_loss:3.842e-01, avg_error_rate:8.432e+01
n_batch:3030,phase:    train,avg_loss:3.841e-01, avg_error_rate:8.432e+01
n_batch:3035,phase:    train,avg_loss:3.840e-01, avg_error_rate:8.431e+01
n_batch:3040,phase:    train,avg_loss:3.840e-01, avg_error_rate:8.431e+01
n_batch:3045,phase:    train,avg_loss:3.839e-01, avg_error_rate:8.431e+01
n_batch:3050,phase:    train,avg_loss:3.839e-01, avg_error_rate:8.431e+01
n_batch:3055,phase:    train,avg_loss:3.839e-01, avg_error_rate:8.431e+01
n_batch:3060,phase:    train,avg_loss:3.838e-01, avg_error_rate:8.431e+01
